frame,x,y,z,hand
8,0.5288190245628357,0.7121139764785767,1.317024924674115e-07,Right
8,0.5160466432571411,0.7197984457015991,-0.008381751365959644,Right
8,0.5102048516273499,0.7374706268310547,-0.012936440296471119,Right
8,0.5075539946556091,0.7571991086006165,-0.015600727871060371,Right
8,0.5045247673988342,0.773871123790741,-0.01767893321812153,Right
8,0.5256134867668152,0.7497096657752991,-0.015116958878934383,Right
8,0.520257830619812,0.7822853922843933,-0.020608745515346527,Right
8,0.5133721232414246,0.7969452142715454,-0.02258910983800888,Right
8,0.5075376033782959,0.8040511608123779,-0.022912342101335526,Right
8,0.5328556895256042,0.7548089027404785,-0.011975914239883423,Right
8,0.5286427736282349,0.7907280325889587,-0.01735989935696125,Right
8,0.5208203792572021,0.8049347996711731,-0.018377134576439857,Right
8,0.5139306783676147,0.8101379871368408,-0.018144486472010612,Right
8,0.5360212326049805,0.7581524848937988,-0.00896241795271635,Right
8,0.5323220491409302,0.7908772230148315,-0.013169043697416782,Right
8,0.5246928930282593,0.8041884899139404,-0.014286893419921398,Right
8,0.517829179763794,0.8103606700897217,-0.01428711786866188,Right
8,0.536216139793396,0.760512113571167,-0.006410672795027494,Right
8,0.5326905250549316,0.7857036590576172,-0.009725856594741344,Right
8,0.526710033416748,0.797748863697052,-0.01082228310406208,Right
8,0.5209283232688904,0.8038718700408936,-0.0108417309820652,Right
8,0.33696219325065613,0.6955293416976929,-2.5697728389673102e-08,Left
8,0.3483363389968872,0.7012486457824707,-0.007347028702497482,Left
8,0.35490167140960693,0.7176060080528259,-0.01111618336290121,Left
8,0.35793736577033997,0.7371125817298889,-0.013374539092183113,Left
8,0.3603605628013611,0.7535465359687805,-0.014849063940346241,Left
8,0.33973073959350586,0.7357490062713623,-0.010837211273610592,Left
8,0.3442579209804535,0.766319215297699,-0.014861240983009338,Left
8,0.35045576095581055,0.7795407772064209,-0.016403231769800186,Left
8,0.3555929362773895,0.7854969501495361,-0.016582347452640533,Left
8,0.33287152647972107,0.739793062210083,-0.008206785656511784,Left
8,0.3376120626926422,0.7730583548545837,-0.011969628743827343,Left
8,0.3456033170223236,0.7841728925704956,-0.012168769724667072,Left
8,0.3520006239414215,0.7870050072669983,-0.011444395408034325,Left
8,0.3298169672489166,0.7416859269142151,-0.005956400651484728,Left
8,0.3338516056537628,0.7724647521972656,-0.009082543663680553,Left
8,0.3414117097854614,0.7827567458152771,-0.008938267827033997,Left
8,0.3479614853858948,0.7856085896492004,-0.007969324477016926,Left
8,0.32980188727378845,0.7423264384269714,-0.004200726747512817,Left
8,0.33286428451538086,0.7666623592376709,-0.006577585358172655,Left
8,0.3384379744529724,0.7770302295684814,-0.006859976332634687,Left
8,0.34400632977485657,0.781374454498291,-0.006323206704109907,Left
9,0.5286588668823242,0.7109209895133972,1.3447289859414013e-07,Right
9,0.5159220695495605,0.7179545164108276,-0.00894203782081604,Right
9,0.5095764398574829,0.7357943654060364,-0.013627810403704643,Right
9,0.5066134929656982,0.7565480470657349,-0.016348011791706085,Right
9,0.5031794309616089,0.7738924026489258,-0.018469633534550667,Right
9,0.525143563747406,0.7496276497840881,-0.015175862237811089,Right
9,0.5195367336273193,0.7820906639099121,-0.020597342401742935,Right
9,0.5120939016342163,0.7959224581718445,-0.02251354046165943,Right
9,0.5059565305709839,0.8027758598327637,-0.022824635729193687,Right
9,0.5317373275756836,0.7548761963844299,-0.011814365163445473,Right
9,0.5269013047218323,0.7904931306838989,-0.01735616847872734,Right
